Entity,Code,Year,Annual CO₂ emissions
Germany,DEU,1963,945241540
Germany,DEU,1964,968631740
Germany,DEU,1965,959842050
Germany,DEU,1966,951154560
Germany,DEU,1967,936013200
Germany,DEU,1968,984581950
Germany,DEU,1969,1051802900
Germany,DEU,1970,1025802500
Germany,DEU,1971,1037079230
Germany,DEU,1972,1041356400
Germany,DEU,1973,1085602800
Germany,DEU,1974,1062510850
Germany,DEU,1975,1002285760
Germany,DEU,1976,1090807700
Germany,DEU,1977,1052513300
Germany,DEU,1978,1079066600
Germany,DEU,1979,1117745500
Germany,DEU,1980,1099901200
Germany,DEU,1981,1048362200
Germany,DEU,1982,1015499600
Germany,DEU,1983,1011436300
Germany,DEU,1984,1033017500
Germany,DEU,1985,1043912800
Germany,DEU,1986,1047233800
Germany,DEU,1987,1032266940
Germany,DEU,1988,1028701630
Germany,DEU,1989,1008565250
Germany,DEU,1990,1054795900
Germany,DEU,1991,1016929540
Germany,DEU,1992,969464450
Germany,DEU,1993,959385860
Germany,DEU,1994,943227650
Germany,DEU,1995,939933600
Germany,DEU,1996,959690100
Germany,DEU,1997,931508100
Germany,DEU,1998,923498700
Germany,DEU,1999,895442050
Germany,DEU,2000,898975740
Germany,DEU,2001,915254800
Germany,DEU,2002,898834300
Germany,DEU,2003,894501100
Germany,DEU,2004,876569860
Germany,DEU,2005,867880500
Germany,DEU,2006,886434300
Germany,DEU,2007,846152960
Germany,DEU,2008,856642500
Germany,DEU,2009,789983940
Germany,DEU,2010,826704700
Germany,DEU,2011,804541600
Germany,DEU,2012,814093000
Germany,DEU,2013,831745540
Germany,DEU,2014,792583600
Germany,DEU,2015,800822500
Germany,DEU,2016,797988300
Germany,DEU,2017,784595140
Germany,DEU,2018,758771400
Germany,DEU,2019,708648960
Germany,DEU,2020,647176800
Germany,DEU,2021,677997700
Germany,DEU,2022,667843000
Germany,DEU,2023,593766000
Germany,DEU,2024,572319170
Greece,GRC,1867,168544
Greece,GRC,1868,84272
Greece,GRC,1869,194192
Greece,GRC,1870,201520
Greece,GRC,1871,296784
Greece,GRC,1872,175872
Greece,GRC,1873,194192
Greece,GRC,1874,150224
Greece,GRC,1875,164880
Greece,GRC,1879,3664
Greece,GRC,1883,3664
Greece,GRC,1888,3664
Greece,GRC,1892,370064
Greece,GRC,1893,326096
Greece,GRC,1894,333424
Greece,GRC,1895,311440
Greece,GRC,1896,373728
Greece,GRC,1897,362736
Greece,GRC,1898,461664
Greece,GRC,1899,241824
Greece,GRC,1900,417696
Greece,GRC,1901,417696
Greece,GRC,1902,333424
Greece,GRC,1903,399376
Greece,GRC,1904,355408
Greece,GRC,1905,278464
Greece,GRC,1906,260144
Greece,GRC,1907,428688
Greece,GRC,1908,729136
Greece,GRC,1909,560592
Greece,GRC,1910,718144
Greece,GRC,1911,905008
Greece,GRC,1913,1337360
Greece,GRC,1914,10992
Greece,GRC,1915,21984
Greece,GRC,1916,65952
Greece,GRC,1917,91600
Greece,GRC,1918,124576
Greece,GRC,1919,106256
Greece,GRC,1920,677840
Greece,GRC,1921,743792
Greece,GRC,1922,677840
Greece,GRC,1923,919664
Greece,GRC,1924,1297056
Greece,GRC,1925,1978560
Greece,GRC,1926,1821008
Greece,GRC,1927,2315648
Greece,GRC,1928,2373678
Greece,GRC,1929,2703408
Greece,GRC,1930,2853542
Greece,GRC,1931,2728878
Greece,GRC,1932,2681246
Greece,GRC,1933,2300188
Greece,GRC,1934,2831262
Greece,GRC,1935,2911779
Greece,GRC,1936,3366087
Greece,GRC,1937,3585897
Greece,GRC,1938,2842018
Greece,GRC,1939,251419
Greece,GRC,1940,237387
Greece,GRC,1941,135301
Greece,GRC,1942,227047
Greece,GRC,1943,212512
Greece,GRC,1944,109920
Greece,GRC,1945,65744
Greece,GRC,1946,124160
Greece,GRC,1947,167801
Greece,GRC,1948,1350890
Greece,GRC,1949,1640135
Greece,GRC,1950,4127723.2
Greece,GRC,1951,4574584
Greece,GRC,1952,4797435
Greece,GRC,1953,4884772
Greece,GRC,1954,5082185
Greece,GRC,1955,5953088
Greece,GRC,1956,6286093
Greece,GRC,1957,6813741
Greece,GRC,1958,7447168
Greece,GRC,1959,8120928
Greece,GRC,1960,9391531
Greece,GRC,1961,9808427
Greece,GRC,1962,10152143
Greece,GRC,1963,12239481
Greece,GRC,1964,13201597
Greece,GRC,1965,16998966
Greece,GRC,1966,18620604
Greece,GRC,1967,19504190
Greece,GRC,1968,22286276
Greece,GRC,1969,25434256
Greece,GRC,1970,24126176
Greece,GRC,1971,27749512
Greece,GRC,1972,31477310
Greece,GRC,1973,37131216
Greece,GRC,1974,36061770
Greece,GRC,1975,38669764
Greece,GRC,1976,42655544
Greece,GRC,1977,46657156
Greece,GRC,1978,47681776
Greece,GRC,1979,50818708
Greece,GRC,1980,50888696
Greece,GRC,1981,50125424
Greece,GRC,1982,51508770
Greece,GRC,1983,54789372
Greece,GRC,1984,56284932
Greece,GRC,1985,59771930
Greece,GRC,1986,58274830
Greece,GRC,1987,62576332
Greece,GRC,1988,67051870
Greece,GRC,1989,73227450
Greece,GRC,1990,83436790
Greece,GRC,1991,83406250
Greece,GRC,1992,84973990
Greece,GRC,1993,84283290
Greece,GRC,1994,86429010
Greece,GRC,1995,86962370
Greece,GRC,1996,89114104
Greece,GRC,1997,93801120
Greece,GRC,1998,98621380
Greece,GRC,1999,97934380
Greece,GRC,2000,102972760
Greece,GRC,2001,105361460
Greece,GRC,2002,105000264
Greece,GRC,2003,109066560
Greece,GRC,2004,109484850
Greece,GRC,2005,113888810
Greece,GRC,2006,112419370
Greece,GRC,2007,114545450
Greece,GRC,2008,111080040
Greece,GRC,2009,104319480
Greece,GRC,2010,97354140
Greece,GRC,2011,94505224
Greece,GRC,2012,91392590
Greece,GRC,2013,81713256
Greece,GRC,2014,78635700
Greece,GRC,2015,74926664
Greece,GRC,2016,71359610
Greece,GRC,2017,74841750
Greece,GRC,2018,71778090
Greece,GRC,2019,65736330
Greece,GRC,2020,55576930
Greece,GRC,2021,57527910
Greece,GRC,2022,57609050
Greece,GRC,2023,51988224
Greece,GRC,2024,53360840
Hungary,HUN,1830,113584
Hungary,HUN,1831,69616
Hungary,HUN,1832,87936
Hungary,HUN,1833,65952
Hungary,HUN,1834,69616
Hungary,HUN,1835,51296
Hungary,HUN,1836,84272
Hungary,HUN,1837,69616
Hungary,HUN,1838,62288
Hungary,HUN,1839,139232
Hungary,HUN,1840,135568
Hungary,HUN,1841,142896
Hungary,HUN,1842,84272
Hungary,HUN,1843,87936
Hungary,HUN,1844,186864
Hungary,HUN,1845,87936
Hungary,HUN,1846,62288
Hungary,HUN,1847,164880
Hungary,HUN,1851,274800
Hungary,HUN,1852,344416
Hungary,HUN,1853,344416
Hungary,HUN,1854,436016
Hungary,HUN,1855,454336
Hungary,HUN,1856,476320
Hungary,HUN,1857,545936
Hungary,HUN,1858,381056
Hungary,HUN,1859,769440
Hungary,HUN,1860,905008
Hungary,HUN,1861,959968
Hungary,HUN,1862,1157824
Hungary,HUN,1863,1209120
Hungary,HUN,1864,1209120
Hungary,HUN,1865,1256752
Hungary,HUN,1866,1428960
Hungary,HUN,1867,1689104
Hungary,HUN,1868,1806352
Hungary,HUN,1869,1963904
Hungary,HUN,1870,2121456
Hungary,HUN,1871,2630752
Hungary,HUN,1872,2795632
Hungary,HUN,1873,2916544
Hungary,HUN,1874,2557472
Hungary,HUN,1875,2634416
Hungary,HUN,1876,2762656
Hungary,HUN,1877,2887232
Hungary,HUN,1878,2876240
Hungary,HUN,1879,2868912
Hungary,HUN,1880,3312256
Hungary,HUN,1881,3550416
Hungary,HUN,1882,3583392
Hungary,HUN,1883,4078032
Hungary,HUN,1884,4330848
Hungary,HUN,1885,4378480
Hungary,HUN,1886,4096352
Hungary,HUN,1887,4085360
Hungary,HUN,1888,4429776
Hungary,HUN,1889,4752208
Hungary,HUN,1890,5254176
Hungary,HUN,1891,5521648
Hungary,HUN,1892,5752480
Hungary,HUN,1893,5994304
Hungary,HUN,1894,6433984
Hungary,HUN,1895,6862672
Hungary,HUN,1896,7375632
Hungary,HUN,1897,7463568
Hungary,HUN,1898,8533456
Hungary,HUN,1899,8273311.5
Hungary,HUN,1900,9585024
Hungary,HUN,1901,9618000
Hungary,HUN,1902,8848560
Hungary,HUN,1903,9174656
Hungary,HUN,1904,9277248
Hungary,HUN,1905,9431136
Hungary,HUN,1906,10163936
Hungary,HUN,1907,10204240
Hungary,HUN,1908,10772160
Hungary,HUN,1909,11853040
Hungary,HUN,1910,11677168
Hungary,HUN,1911,11995936
Hungary,HUN,1912,12303712
Hungary,HUN,1913,13025520
Hungary,HUN,1914,11592896
Hungary,HUN,1915,11765104
Hungary,HUN,1916,11834720
Hungary,HUN,1917,11717472
Hungary,HUN,1918,10651248
Hungary,HUN,1919,4755872
Hungary,HUN,1920,5587600
Hungary,HUN,1921,9236944
Hungary,HUN,1922,11010320
Hungary,HUN,1923,11860368
Hungary,HUN,1924,11263136
Hungary,HUN,1925,10130960
Hungary,HUN,1926,11772432
Hungary,HUN,1927,13087808
Hungary,HUN,1928,13749268
Hungary,HUN,1929,15112366
Hungary,HUN,1930,12514887
Hungary,HUN,1931,11188667
Hungary,HUN,1932,10210766
Hungary,HUN,1933,10005641
Hungary,HUN,1934,10573383
Hungary,HUN,1935,11078807
Hungary,HUN,1936,11899810
Hungary,HUN,1937,13621177
Hungary,HUN,1938,14771643
Hungary,HUN,1939,14443488
Hungary,HUN,1940,15824816
Hungary,HUN,1941,17851968
Hungary,HUN,1942,18837346
Hungary,HUN,1943,19207528
Hungary,HUN,1944,15857168
Hungary,HUN,1945,8199883.5
Hungary,HUN,1946,10797154
Hungary,HUN,1947,13838096
Hungary,HUN,1948,16380526
Hungary,HUN,1949,20409916
Hungary,HUN,1950,18390042
Hungary,HUN,1951,22185350
Hungary,HUN,1952,27208248
Hungary,HUN,1953,31766266
Hungary,HUN,1954,34009080
Hungary,HUN,1955,35693540
Hungary,HUN,1956,33162518
Hungary,HUN,1957,38446052
Hungary,HUN,1958,39247172
Hungary,HUN,1959,41917628
Hungary,HUN,1960,45357690
Hungary,HUN,1961,48973816
Hungary,HUN,1962,50545132
Hungary,HUN,1963,56260828
Hungary,HUN,1964,62385068
Hungary,HUN,1965,61274436
Hungary,HUN,1966,61709560
Hungary,HUN,1967,58811050
Hungary,HUN,1968,61129844
Hungary,HUN,1969,62380224
Hungary,HUN,1970,69960136
Hungary,HUN,1971,69246664
Hungary,HUN,1972,69384310
Hungary,HUN,1973,73006824
Hungary,HUN,1974,74027600
Hungary,HUN,1975,75300210
Hungary,HUN,1976,79919500
Hungary,HUN,1977,83075160
Hungary,HUN,1978,88039896
Hungary,HUN,1979,86058320
Hungary,HUN,1980,86696860
Hungary,HUN,1981,86437240
Hungary,HUN,1982,86683830
Hungary,HUN,1983,88945736
Hungary,HUN,1984,90664780
Hungary,HUN,1985,85936230
Hungary,HUN,1986,83197760
Hungary,HUN,1987,84114870
Hungary,HUN,1988,78030710
Hungary,HUN,1989,75909400
Hungary,HUN,1990,73427330
Hungary,HUN,1991,69824900
Hungary,HUN,1992,62280756
Hungary,HUN,1993,62991350
Hungary,HUN,1994,61880370
Hungary,HUN,1995,61464130
Hungary,HUN,1996,63083060
Hungary,HUN,1997,61675956
Hungary,HUN,1998,61255404
Hungary,HUN,1999,61575150
Hungary,HUN,2000,58244410
Hungary,HUN,2001,59827756
Hungary,HUN,2002,58841980
Hungary,HUN,2003,61611250
Hungary,HUN,2004,59984924
Hungary,HUN,2005,60142084
Hungary,HUN,2006,59528564
Hungary,HUN,2007,58448584
Hungary,HUN,2008,57184428
Hungary,HUN,2009,51457530
Hungary,HUN,2010,51992716
Hungary,HUN,2011,50156010
Hungary,HUN,2012,46720180
Hungary,HUN,2013,43486532
Hungary,HUN,2014,43638876
Hungary,HUN,2015,46566910
Hungary,HUN,2016,47039120
Hungary,HUN,2017,49423524
Hungary,HUN,2018,49366230
Hungary,HUN,2019,49158950
Hungary,HUN,2020,47105320
Hungary,HUN,2021,48326284
Hungary,HUN,2022,45267340
Hungary,HUN,2023,40343864
Hungary,HUN,2024,40017292
Ireland,IRL,1850,395712
Ireland,IRL,1880,351744
Ireland,IRL,1881,351744
Ireland,IRL,1910,216176
Ireland,IRL,1913,223504
Ireland,IRL,1914,249152
Ireland,IRL,1915,227168
Ireland,IRL,1916,241824
Ireland,IRL,1917,256480.02
Ireland,IRL,1918,245488
Ireland,IRL,1919,249152
Ireland,IRL,1920,293120
Ireland,IRL,1921,238160
Ireland,IRL,1924,6686800
Ireland,IRL,1925,6034608
Ireland,IRL,1926,8097440
Ireland,IRL,1927,6730768
Ireland,IRL,1928,6485280
Ireland,IRL,1929,9999056
Ireland,IRL,1930,9552048
Ireland,IRL,1931,9841504
Ireland,IRL,1932,6426656
Ireland,IRL,1933,9266256
Ireland,IRL,1934,9482432
Ireland,IRL,1935,9533728
Ireland,IRL,1936,10145616
Ireland,IRL,1937,10354464
Ireland,IRL,1938,9965634
Ireland,IRL,1939,11529568
Ireland,IRL,1940,11522181
Ireland,IRL,1941,8447995
Ireland,IRL,1942,7015757
Ireland,IRL,1943,7110814
Ireland,IRL,1944,6356149
Ireland,IRL,1945,6832587
Ireland,IRL,1946,8195150.5
Ireland,IRL,1947,8810732
Ireland,IRL,1948,8443915
Ireland,IRL,1949,8344839
Ireland,IRL,1950,9726138
Ireland,IRL,1951,10506628
Ireland,IRL,1952,9619792
Ireland,IRL,1953,9535490
Ireland,IRL,1954,9091640
Ireland,IRL,1955,11714768
Ireland,IRL,1956,10923165
Ireland,IRL,1957,9718482
Ireland,IRL,1958,8956370
Ireland,IRL,1959,12312178
Ireland,IRL,1960,11168414
Ireland,IRL,1961,12352601
Ireland,IRL,1962,13106731
Ireland,IRL,1963,13447196
Ireland,IRL,1964,14215937
Ireland,IRL,1965,13717431
Ireland,IRL,1966,15094724
Ireland,IRL,1967,16394835
Ireland,IRL,1968,17798046
Ireland,IRL,1969,18494394
Ireland,IRL,1970,19390076
Ireland,IRL,1971,22476182
Ireland,IRL,1972,22036418
Ireland,IRL,1973,22846356
Ireland,IRL,1974,23293276
Ireland,IRL,1975,22051382
Ireland,IRL,1976,22289698
Ireland,IRL,1977,23565180
Ireland,IRL,1978,23575976
Ireland,IRL,1979,27399212
Ireland,IRL,1980,26275082
Ireland,IRL,1981,26061508
Ireland,IRL,1982,25566268
Ireland,IRL,1983,25725018
Ireland,IRL,1984,25549450
Ireland,IRL,1985,26746140
Ireland,IRL,1986,28550302
Ireland,IRL,1987,30226336
Ireland,IRL,1988,29883636
Ireland,IRL,1989,30061098
Ireland,IRL,1990,32945302
Ireland,IRL,1991,33675164
Ireland,IRL,1992,33496132
Ireland,IRL,1993,33717148
Ireland,IRL,1994,34838990
Ireland,IRL,1995,35853360
Ireland,IRL,1996,37469464
Ireland,IRL,1997,38804936
Ireland,IRL,1998,40708444
Ireland,IRL,1999,42440316
Ireland,IRL,2000,45249516
Ireland,IRL,2001,47607710
Ireland,IRL,2002,46081388
Ireland,IRL,2003,45683964
Ireland,IRL,2004,46166736
Ireland,IRL,2005,48152990
Ireland,IRL,2006,47597384
Ireland,IRL,2007,47658190
Ireland,IRL,2008,47361076
Ireland,IRL,2009,42177070
Ireland,IRL,2010,41790900
Ireland,IRL,2011,38054388
Ireland,IRL,2012,38223920
Ireland,IRL,2013,37278704
Ireland,IRL,2014,36849876
Ireland,IRL,2015,38715396
Ireland,IRL,2016,40369024
Ireland,IRL,2017,39040450
Ireland,IRL,2018,38922364
Ireland,IRL,2019,37199836
Ireland,IRL,2020,35052570
Ireland,IRL,2021,37473684
Ireland,IRL,2022,36675670
Ireland,IRL,2023,33567940
Ireland,IRL,2024,33310624
Italy,ITA,1860,29312
Italy,ITA,1861,670512
Italy,ITA,1862,1227440
Italy,ITA,1863,1069888
Italy,ITA,1864,1604832
Italy,ITA,1865,1271408
Italy,ITA,1866,1476592
Italy,ITA,1867,1469264
Italy,ITA,1868,1696432
Italy,ITA,1869,1872304
Italy,ITA,1870,2678384
Italy,ITA,1871,2308320
Italy,ITA,1872,2975168
Italy,ITA,1873,2769984
Italy,ITA,1874,2997152
Italy,ITA,1875,3066768
Italy,ITA,1876,4107344.2
Italy,ITA,1877,3803232
Italy,ITA,1878,3784912
Italy,ITA,1879,4356496
Italy,ITA,1880,5067312
Italy,ITA,1881,5957664
Italy,ITA,1882,6272768
Italy,ITA,1883,6646496
Italy,ITA,1884,7360976
Italy,ITA,1885,8375904
Italy,ITA,1886,8328272
Italy,ITA,1887,10149280
Italy,ITA,1888,10896736
Italy,ITA,1889,11255808
Italy,ITA,1890,12208448
Italy,ITA,1891,10999328
Italy,ITA,1892,10889408
Italy,ITA,1893,10523008
Italy,ITA,1894,13062160
Italy,ITA,1895,12021584
Italy,ITA,1896,11424352
Italy,ITA,1897,11918992
Italy,ITA,1898,12402640
Italy,ITA,1899,13589776
Italy,ITA,1900,13908544
Italy,ITA,1901,13520160
Italy,ITA,1902,15015072
Italy,ITA,1903,15315520
Italy,ITA,1904,16187551
Italy,ITA,1905,17843680
Italy,ITA,1906,21089984
Italy,ITA,1907,22808400
Italy,ITA,1908,23262736
Italy,ITA,1909,25702960
Italy,ITA,1910,25735936
Italy,ITA,1911,26538352
Italy,ITA,1912,27850064
Italy,ITA,1913,29964192
Italy,ITA,1914,27238176
Italy,ITA,1915,23779360
Italy,ITA,1916,23511888
Italy,ITA,1917,16121599
Italy,ITA,1918,18979520
Italy,ITA,1919,18609456
Italy,ITA,1920,17869328
Italy,ITA,1921,21881408
Italy,ITA,1922,25699296
Italy,ITA,1923,26824144
Italy,ITA,1924,32180912
Italy,ITA,1925,30968128
Italy,ITA,1926,35841250
Italy,ITA,1927,40384610
Italy,ITA,1928,38148140
Italy,ITA,1929,44027132
Italy,ITA,1930,39549784
Italy,ITA,1931,34172700
Italy,ITA,1932,28064604
Italy,ITA,1933,30473790
Italy,ITA,1934,39660990
Italy,ITA,1935,45376240
Italy,ITA,1936,31989586
Italy,ITA,1937,45174150
Italy,ITA,1938,44978956
Italy,ITA,1939,46120100
Italy,ITA,1940,49030564
Italy,ITA,1941,42894144
Italy,ITA,1942,41888780
Italy,ITA,1943,7112232
Italy,ITA,1944,3577930
Italy,ITA,1945,4351886
Italy,ITA,1946,22166356
Italy,ITA,1947,36786412
Italy,ITA,1948,35528084
Italy,ITA,1949,39771060
Italy,ITA,1950,41430596
Italy,ITA,1951,48822436
Italy,ITA,1952,50620580
Italy,ITA,1953,55998240
Italy,ITA,1954,64945404
Italy,ITA,1955,73273290
Italy,ITA,1956,83478720
Italy,ITA,1957,87081630
Italy,ITA,1958,87602310
Italy,ITA,1959,94095600
Italy,ITA,1960,109217740
Italy,ITA,1961,124393220
Italy,ITA,1962,146269900
Italy,ITA,1963,164574560
Italy,ITA,1964,175743300
Italy,ITA,1965,189543020
Italy,ITA,1966,213997100
Italy,ITA,1967,234148060
Italy,ITA,1968,249186820
Italy,ITA,1969,269675620
Italy,ITA,1970,296379200
Italy,ITA,1971,311060200
Italy,ITA,1972,328244800
Italy,ITA,1973,353356260
Italy,ITA,1974,358260260
Italy,ITA,1975,341056130
Italy,ITA,1976,365799140
Italy,ITA,1977,354421280
Italy,ITA,1978,371277500
Italy,ITA,1979,385259200
Italy,ITA,1980,386436670
Italy,ITA,1981,375307260
Italy,ITA,1982,366882900
Italy,ITA,1983,358409100
Italy,ITA,1984,364604740
Italy,ITA,1985,368986050
Italy,ITA,1986,363187620
Italy,ITA,1987,380098750
Italy,ITA,1988,385962240
Italy,ITA,1989,404741950
Italy,ITA,1990,438208030
Italy,ITA,1991,437741820
Italy,ITA,1992,437936500
Italy,ITA,1993,430267780
Italy,ITA,1994,424506720
Italy,ITA,1995,448595840
Italy,ITA,1996,442842900
Italy,ITA,1997,448570940
Italy,ITA,1998,460824400
Italy,ITA,1999,465507840
Italy,ITA,2000,469598270
Italy,ITA,2001,469679260
Italy,ITA,2002,477136320
Italy,ITA,2003,495093800
Italy,ITA,2004,500687230
Italy,ITA,2005,501365470
Italy,ITA,2006,496074620
Italy,ITA,2007,489793630
Italy,ITA,2008,478131970
Italy,ITA,2009,424032030
Italy,ITA,2010,435672030
Italy,ITA,2011,423897120
Italy,ITA,2012,403443520
Italy,ITA,2013,369460540
Italy,ITA,2014,349388960
Italy,ITA,2015,361243700
Italy,ITA,2016,358133150
Italy,ITA,2017,352666240
Italy,ITA,2018,349048350
Italy,ITA,2019,339637950
Italy,ITA,2020,302600100
Italy,ITA,2021,335930430
Italy,ITA,2022,340114720
Italy,ITA,2023,312290660
Italy,ITA,2024,301929760
Latvia,LVA,1830,122
Latvia,LVA,1831,147
Latvia,LVA,1832,98
Latvia,LVA,1833,122
Latvia,LVA,1850,759
Latvia,LVA,1855,2301
Latvia,LVA,1858,3231
Latvia,LVA,1859,3427
Latvia,LVA,1860,4529
Latvia,LVA,1861,5753
Latvia,LVA,1862,5190
Latvia,LVA,1863,5435
Latvia,LVA,1864,6095
Latvia,LVA,1865,5826
Latvia,LVA,1866,18409
Latvia,LVA,1867,21126
Latvia,LVA,1868,17577
Latvia,LVA,1869,23843
Latvia,LVA,1870,25875
Latvia,LVA,1871,34933
Latvia,LVA,1872,35863
Latvia,LVA,1873,33660
Latvia,LVA,1874,40857
Latvia,LVA,1875,47026
Latvia,LVA,1876,58385
Latvia,LVA,1877,59584
Latvia,LVA,1878,77871
Latvia,LVA,1879,79902
Latvia,LVA,1880,93734
Latvia,LVA,1881,98727
Latvia,LVA,1882,103991
Latvia,LVA,1883,118360
Latvia,LVA,1884,120172
Latvia,LVA,1885,130894.01
Latvia,LVA,1886,134248
Latvia,LVA,1887,142057
Latvia,LVA,1888,148177
Latvia,LVA,1889,160025
Latvia,LVA,1890,181225
Latvia,LVA,1891,199536
Latvia,LVA,1892,211213
Latvia,LVA,1893,247565
Latvia,LVA,1894,252143
Latvia,LVA,1895,289720
Latvia,LVA,1896,294934
Latvia,LVA,1897,341005
Latvia,LVA,1898,382449
Latvia,LVA,1899,443674
Latvia,LVA,1900,502596.97
Latvia,LVA,1901,515986.97
Latvia,LVA,1902,498362
Latvia,LVA,1903,487493
Latvia,LVA,1904,542377
Latvia,LVA,1905,484139
Latvia,LVA,1906,552217
Latvia,LVA,1907,618534
Latvia,LVA,1908,622328
Latvia,LVA,1909,656942
Latvia,LVA,1910,644262
Latvia,LVA,1911,667958
Latvia,LVA,1912,756649
Latvia,LVA,1913,821961
Latvia,LVA,1914,741839
Latvia,LVA,1915,680908
Latvia,LVA,1916,725731
Latvia,LVA,1917,667909
Latvia,LVA,1918,266366
Latvia,LVA,1919,227516
Latvia,LVA,1920,207467
Latvia,LVA,1921,224995
Latvia,LVA,1922,274395
Latvia,LVA,1923,303110
Latvia,LVA,1924,361127
Latvia,LVA,1925,356427
Latvia,LVA,1926,516428
Latvia,LVA,1927,642059
Latvia,LVA,1928,708716
Latvia,LVA,1929,762956
Latvia,LVA,1930,1043018
Latvia,LVA,1931,1253526
Latvia,LVA,1932,1409196
Latvia,LVA,1933,1573192
Latvia,LVA,1934,1899606
Latvia,LVA,1935,2149230
Latvia,LVA,1936,2458921
Latvia,LVA,1937,2513352
Latvia,LVA,1938,2647774
Latvia,LVA,1939,2678962
Latvia,LVA,1940,3245701
Latvia,LVA,1941,2852255
Latvia,LVA,1942,1551511
Latvia,LVA,1943,1619247
Latvia,LVA,1944,2348210
Latvia,LVA,1945,2484793
Latvia,LVA,1946,2791612
Latvia,LVA,1947,3361152
Latvia,LVA,1948,3576019
Latvia,LVA,1949,4065028.2
Latvia,LVA,1950,4530368
Latvia,LVA,1951,4909369
Latvia,LVA,1952,5257662
Latvia,LVA,1953,5562746
Latvia,LVA,1954,6075159
Latvia,LVA,1955,6889179
Latvia,LVA,1956,7555135
Latvia,LVA,1957,8268586
Latvia,LVA,1958,8827382
Latvia,LVA,1959,9282293
Latvia,LVA,1960,9666607
Latvia,LVA,1961,9972120
Latvia,LVA,1962,10470946
Latvia,LVA,1963,11231453
Latvia,LVA,1964,11946009
Latvia,LVA,1965,12674038
Latvia,LVA,1966,13386594
Latvia,LVA,1967,14002162
Latvia,LVA,1968,14399615
Latvia,LVA,1969,14999000
Latvia,LVA,1970,15779262
Latvia,LVA,1971,16752617
Latvia,LVA,1972,17636198
Latvia,LVA,1973,18392770
Latvia,LVA,1974,19106046
Latvia,LVA,1975,20093566
Latvia,LVA,1976,20867690
Latvia,LVA,1977,21580524
Latvia,LVA,1978,22326238
Latvia,LVA,1979,22509984
Latvia,LVA,1980,23394948
Latvia,LVA,1981,22964624
Latvia,LVA,1982,23396512
Latvia,LVA,1983,23736738
Latvia,LVA,1984,23951808
Latvia,LVA,1985,25819072
Latvia,LVA,1986,23608822
Latvia,LVA,1987,19294130
Latvia,LVA,1988,18865442
Latvia,LVA,1989,17943096
Latvia,LVA,1990,19661604
Latvia,LVA,1991,17919586
Latvia,LVA,1992,14193533
Latvia,LVA,1993,11921674
Latvia,LVA,1994,10370181
Latvia,LVA,1995,9133941
Latvia,LVA,1996,9211659
Latvia,LVA,1997,8679916
Latvia,LVA,1998,8306022.5
Latvia,LVA,1999,7717860
Latvia,LVA,2000,7081630
Latvia,LVA,2001,7496506
Latvia,LVA,2002,7520418
Latvia,LVA,2003,7726040
Latvia,LVA,2004,7731198
Latvia,LVA,2005,7810764
Latvia,LVA,2006,8310115
Latvia,LVA,2007,8637233
Latvia,LVA,2008,8198058
Latvia,LVA,2009,7456196
Latvia,LVA,2010,8554521
Latvia,LVA,2011,7808430
Latvia,LVA,2012,7519718
Latvia,LVA,2013,7368746
Latvia,LVA,2014,7172200
Latvia,LVA,2015,7262421
Latvia,LVA,2016,7210682
Latvia,LVA,2017,7215320
Latvia,LVA,2018,7843189
Latvia,LVA,2019,7633452
Latvia,LVA,2020,6999268
Latvia,LVA,2021,7218349
Latvia,LVA,2022,6607997
Latvia,LVA,2023,6589883
Latvia,LVA,2024,6461889
Lithuania,LTU,1830,191
Lithuania,LTU,1831,229
Lithuania,LTU,1832,153
Lithuania,LTU,1833,191
Lithuania,LTU,1850,1184
Lithuania,LTU,1855,3589
Lithuania,LTU,1858,5040
Lithuania,LTU,1859,5345
Lithuania,LTU,1860,7064
Lithuania,LTU,1861,8973
Lithuania,LTU,1862,8093.9995
Lithuania,LTU,1863,8476
Lithuania,LTU,1864,9507
Lithuania,LTU,1865,9087
Lithuania,LTU,1866,28712
Lithuania,LTU,1867,32951
Lithuania,LTU,1868,27414
Lithuania,LTU,1869,37189
Lithuania,LTU,1870,40358
Lithuania,LTU,1871,54485
Lithuania,LTU,1872,55936
Lithuania,LTU,1873,52499
Lithuania,LTU,1874,63725.004
Lithuania,LTU,1875,73347
Lithuania,LTU,1876,91063
Lithuania,LTU,1877,92934
Lithuania,LTU,1878,121455
Lithuania,LTU,1879,124624
Lithuania,LTU,1880,146197
Lithuania,LTU,1881,153986
Lithuania,LTU,1882,162195
Lithuania,LTU,1883,184607
Lithuania,LTU,1884,187433
Lithuania,LTU,1885,204156
Lithuania,LTU,1886,209387
Lithuania,LTU,1887,221567
Lithuania,LTU,1888,231112
Lithuania,LTU,1889,249592
Lithuania,LTU,1890,282657
Lithuania,LTU,1891,311217
Lithuania,LTU,1892,329429
Lithuania,LTU,1893,386129
Lithuania,LTU,1894,393269
Lithuania,LTU,1895,451877
Lithuania,LTU,1896,460010
Lithuania,LTU,1897,531867
Lithuania,LTU,1898,596509
Lithuania,LTU,1899,692000
Lithuania,LTU,1900,783903
Lithuania,LTU,1901,804788
Lithuania,LTU,1902,777298
Lithuania,LTU,1903,760345
Lithuania,LTU,1904,845948
Lithuania,LTU,1905,755114
Lithuania,LTU,1906,861297
